,FOM1,OFFSCORE,DEFSCORE,PFOM,SeedDiff,FTScore,ClassDiff,OPFOMDIF
128,0.346216216216,0.05,0.268818897638,0.05,0.0,-2.01962383648,0.0,-0.113309650085
129,0.734621848739,0.95,0.95,0.95,-11.0,-0.117675611955,-1.0,0.29617867535
130,0.886666666667,0.515384615385,0.702857142857,0.95,-9.0,1.25865504359,-1.0,0.0154174528049
131,0.702857142857,0.05,0.05,0.501816932247,-3.0,-0.326581730472,0.0,0.0528597645298
132,0.656231884058,0.95,0.95,0.617449556179,-11.0,-0.60056980057,0.0,0.190468766774
133,0.290819672131,0.05,0.05,0.05,15.0,-5.74516752577,1.0,-0.110874647267
134,0.390588235294,0.05,0.05,0.05,13.0,0.978787878788,2.0,-0.0283705977874
135,0.516949152542,0.05,0.05,0.198461538462,1.0,-2.47379479398,0.0,-0.063701862956
136,0.183708609272,0.05,0.05,0.173689148369,11.0,-2.11746934423,1.0,-0.12618893016
137,0.606666666667,0.05,0.05,0.106470588235,-1.0,-3.49494292305,1.0,-0.0462040131089
138,0.701666666667,0.05,0.05,0.281538461538,-5.0,-0.581482479784,0.0,-0.0278285686354
139,0.253333333333,0.95,0.95,0.733831197042,-5.0,0.617709172757,-1.0,0.0505130579696
140,0.566315789474,0.95,0.95,0.83625,-5.0,1.41851049247,0.0,0.0113552191837
141,0.195483870968,0.510791366906,0.36511627907,0.356388910369,13.0,0.264470068278,1.0,0.0655122818387
142,0.326666666667,0.487654320988,0.487654320988,0.310324448019,15.0,-0.784785391613,1.0,0.0297303816526
143,0.491935483871,0.05,0.925365853659,0.265585467855,3.0,5.45175438596,1.0,-0.0138974720876
144,0.347948717949,0.95,0.95,0.777731525873,-7.0,-1.69799104625,-1.0,0.0305026129046
145,0.503937007874,0.495867768595,0.495726495726,0.05,11.0,-0.998813734794,2.0,-0.105008144606
